state,state_code,year,births,source_db
Utah,49,2005,51556,D27
Utah,49,2006,53504,D27
Utah,49,2007,55130,D66
Utah,49,2008,55634,D66
Utah,49,2009,53887,D66
Utah,49,2010,52258,D66
Utah,49,2011,51223,D66
Utah,49,2012,51465,D66
Utah,49,2013,50957,D66
Utah,49,2014,51154,D66
Utah,49,2015,50778,D66
Utah,49,2016,50464,D66
Utah,49,2017,48585,D66
Utah,49,2018,47209,D66
Utah,49,2019,46826,D66
Utah,49,2020,45702,D66
Utah,49,2021,46712,D66
Utah,49,2022,45768,D66
Utah,49,2023,45019,D66
Utah,49,2024,46664,D66
Vermont,50,1995,6783,D10
Vermont,50,1996,6767,D10
Vermont,50,1997,6607,D10
Vermont,50,1998,6582,D10
Vermont,50,1999,6567,D10
Vermont,50,2000,6500,D10
Vermont,50,2001,6366,D10
Vermont,50,2002,6387,D10
Vermont,50,2003,6589,D27
Vermont,50,2004,6599,D27
Vermont,50,2005,6295,D27
Vermont,50,2006,6511,D27
Vermont,50,2007,6513,D66
Vermont,50,2008,6339,D66
Vermont,50,2009,6110,D66
Vermont,50,2010,6223,D66
Vermont,50,2011,6078,D66
Vermont,50,2012,6009,D66
Vermont,50,2013,5975,D66
Vermont,50,2014,6130,D66
Vermont,50,2015,5903,D66
Vermont,50,2016,5756,D66
Vermont,50,2017,5655,D66
Vermont,50,2018,5432,D66
Vermont,50,2019,5361,D66
Vermont,50,2020,5133,D66
Vermont,50,2021,5384,D66
Vermont,50,2022,5316,D66
Vermont,50,2023,5065,D66
Vermont,50,2024,5023,D66
Virginia,51,1995,92578,D10
Virginia,51,1996,92354,D10
Virginia,51,1997,91862,D10
Virginia,51,1998,94351,D10
Virginia,51,1999,95469,D10
Virginia,51,2000,98938,D10
Virginia,51,2001,98884,D10
Virginia,51,2002,99672,D10
Virginia,51,2003,101254,D27
Virginia,51,2004,103933,D27
Virginia,51,2005,104555,D27
Virginia,51,2006,107817,D27
Virginia,51,2007,108884,D66
Virginia,51,2008,106686,D66
Virginia,51,2009,105059,D66
Virginia,51,2010,103002,D66
Virginia,51,2011,102652,D66
Virginia,51,2012,103013,D66
Virginia,51,2013,102147,D66
Virginia,51,2014,103300,D66
Virginia,51,2015,103303,D66
Virginia,51,2016,102460,D66
Virginia,51,2017,100391,D66
Virginia,51,2018,99843,D66
Virginia,51,2019,97429,D66
Virginia,51,2020,94749,D66
Virginia,51,2021,95825,D66
Virginia,51,2022,95630,D66
Virginia,51,2023,92649,D66
Virginia,51,2024,94054,D66
Washington,53,1995,77228,D10
Washington,53,1996,77945,D10
Washington,53,1997,78190,D10
Washington,53,1998,79663,D10
Washington,53,1999,79586,D10
Washington,53,2000,81036,D10
Washington,53,2001,79570,D10
Washington,53,2002,79028,D10
Washington,53,2003,80489,D27
Washington,53,2004,81747,D27
Washington,53,2005,82703,D27
Washington,53,2006,86876,D27
Washington,53,2007,88978,D66
Washington,53,2008,90321,D66
Washington,53,2009,89313,D66
Washington,53,2010,86539,D66
Washington,53,2011,86976,D66
Washington,53,2012,87463,D66
Washington,53,2013,86577,D66
Washington,53,2014,88585,D66
Washington,53,2015,88990,D66
Washington,53,2016,90505,D66
Washington,53,2017,87562,D66
Washington,53,2018,86085,D66
Washington,53,2019,84895,D66
Washington,53,2020,83086,D66
Washington,53,2021,83911,D66
Washington,53,2022,83333,D66
Washington,53,2023,80932,D66
Washington,53,2024,83118,D66
West Virginia,54,1995,21162,D10
West Virginia,54,1996,20750,D10
West Virginia,54,1997,20730,D10
West Virginia,54,1998,20747,D10
West Virginia,54,1999,20728,D10
West Virginia,54,2000,20865,D10
West Virginia,54,2001,20428,D10
West Virginia,54,2002,20712,D10
West Virginia,54,2003,20935,D27
West Virginia,54,2004,20880,D27
West Virginia,54,2005,20836,D27
West Virginia,54,2006,20931,D27
West Virginia,54,2007,21994,D66
West Virginia,54,2008,21501,D66
West Virginia,54,2009,21268,D66
West Virginia,54,2010,20470,D66
West Virginia,54,2011,20717,D66
West Virginia,54,2012,20827,D66
West Virginia,54,2013,20825,D66
West Virginia,54,2014,20301,D66
West Virginia,54,2015,19805,D66
West Virginia,54,2016,19079,D66
West Virginia,54,2017,18675,D66
West Virginia,54,2018,18248,D66
West Virginia,54,2019,18136,D66
West Virginia,54,2020,17323,D66
West Virginia,54,2021,17198,D66
West Virginia,54,2022,16929,D66
West Virginia,54,2023,16606,D66
West Virginia,54,2024,17022,D66
Wisconsin,55,1995,67479,D10
Wisconsin,55,1996,67106,D10
Wisconsin,55,1997,66557,D10
Wisconsin,55,1998,67450,D10
Wisconsin,55,1999,68208,D10
Wisconsin,55,2000,69326,D10
Wisconsin,55,2001,69072,D10
Wisconsin,55,2002,68560,D10
Wisconsin,55,2003,70040,D27
Wisconsin,55,2004,70146,D27
Wisconsin,55,2005,70984,D27
Wisconsin,55,2006,72340,D27
Wisconsin,55,2007,72784,D66
Wisconsin,55,2008,72261,D66
Wisconsin,55,2009,70843,D66
Wisconsin,55,2010,68487,D66
Wisconsin,55,2011,67810,D66
Wisconsin,55,2012,67295,D66
Wisconsin,55,2013,66649,D66
Wisconsin,55,2014,67161,D66
Wisconsin,55,2015,67041,D66
Wisconsin,55,2016,66615,D66
Wisconsin,55,2017,64975,D66
Wisconsin,55,2018,64098,D66
Wisconsin,55,2019,63270,D66
Wisconsin,55,2020,60594,D66
Wisconsin,55,2021,61781,D66
Wisconsin,55,2022,60049,D66
Wisconsin,55,2023,59754,D66
Wisconsin,55,2024,59686,D66
Wyoming,56,1995,6261,D10
Wyoming,56,1996,6286,D10
Wyoming,56,1997,6387,D10
Wyoming,56,1998,6252,D10
Wyoming,56,1999,6129,D10
Wyoming,56,2000,6253,D10
Wyoming,56,2001,6115,D10
Wyoming,56,2002,6550,D10
Wyoming,56,2003,6700,D27
Wyoming,56,2004,6807,D27
Wyoming,56,2005,7239,D27
Wyoming,56,2006,7672,D27
Wyoming,56,2007,7893,D66
Wyoming,56,2008,8038,D66
Wyoming,56,2009,7881,D66
Wyoming,56,2010,7556,D66
Wyoming,56,2011,7399,D66
Wyoming,56,2012,7572,D66
Wyoming,56,2013,7644,D66
Wyoming,56,2014,7696,D66
Wyoming,56,2015,7765,D66
Wyoming,56,2016,7386,D66
Wyoming,56,2017,6903,D66
Wyoming,56,2018,6562,D66
Wyoming,56,2019,6565,D66
Wyoming,56,2020,6128,D66
Wyoming,56,2021,6237,D66
Wyoming,56,2022,6049,D66
Wyoming,56,2023,5990,D66
Wyoming,56,2024,6089,D66
